dataset_source,scale,engine,approach,schema,collection,repeat,n_queries,mean_latency_ms,p95_latency_ms,throughput_qps,cpu_percent,storage_mb,ciphertext_expansion_factor,recovery_accuracy,recovery_accuracy_filtered,linkage_recovery_accuracy,n_unique_tokens,decoy_target_ratio
excel,10000,mongo,A,multi,patients,0,5000,12.798981940065278,16.048314998624846,77.89682219415812,29.9,0.4736890792846679,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,patients,1,5000,12.909783120031353,16.354839998530224,75.64498072526843,30.8,0.4736890792846679,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,patients,2,5000,13.352716419975332,16.466340002807556,73.96673245613233,33.2,0.4736890792846679,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,lab_orders,0,5000,3.414498780037684,5.615199994645082,280.90803274383035,28.6,0.9594955444335938,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,lab_orders,1,5000,3.3964796399479384,5.654834999222658,291.51981623146145,29.9,0.9594955444335938,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,lab_orders,2,5000,3.3101498200092463,5.533020002258127,298.87250645816295,28.7,0.9594955444335938,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,billing,0,5000,9.768602620046297,13.008610005272203,101.87303061348804,29.0,0.8006658554077148,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,billing,1,5000,9.92323631993204,13.278215000173075,99.82056175962576,29.6,0.8006658554077148,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,billing,2,5000,9.808619980000367,12.87219000623736,100.85492236659098,28.1,0.8006658554077148,1.0,1.0,,,5000,
excel,10000,mongo,A,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,10000,mongo,B,multi,patients,0,5000,12.746319759987818,15.59459999916726,77.49130984941772,29.1,1.3413162231445312,2.8316384772266505,1.0,,,5,
excel,10000,mongo,B,multi,patients,1,5000,12.861436699960905,15.86344999886933,76.54641966637277,29.6,1.3413162231445312,2.8316384772266505,1.0,,,5,
excel,10000,mongo,B,multi,patients,2,5000,12.850996539960033,15.712099998199848,76.48573314832329,29.6,1.3413162231445312,2.8316384772266505,1.0,,,5,
excel,10000,mongo,B,multi,lab_orders,0,5000,3.3820070998903247,5.455944998175255,280.53815477129393,28.4,2.504484176635742,2.61020928253938,0.911,,,153,
excel,10000,mongo,B,multi,lab_orders,1,5000,3.332076299986511,5.474809995212127,293.3640242169826,28.3,2.504484176635742,2.61020928253938,0.911,,,153,
excel,10000,mongo,B,multi,lab_orders,2,5000,3.3612977199882152,5.496069998116582,290.88972421175583,28.7,2.504484176635742,2.61020928253938,0.911,,,153,
excel,10000,mongo,B,multi,billing,0,5000,9.78035023995326,12.78154500068922,101.16436419879048,28.7,2.4686946868896484,3.0833020669184656,1.0,,,4,
excel,10000,mongo,B,multi,billing,1,5000,9.931599580011971,13.04375500367314,99.15863186916472,29.9,2.4686946868896484,3.0833020669184656,1.0,,,4,
excel,10000,mongo,B,multi,billing,2,5000,9.920460260042455,13.096139999470326,99.25579769640387,28.7,2.4686946868896484,3.0833020669184656,1.0,,,4,
excel,10000,mongo,B,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,10000,mongo,C,multi,patients,0,5000,14.146105480055848,16.882334997717408,69.81809069617633,31.1,3.6181793212890634,7.638300056976156,0.8904,0.8904,,5,0.5
excel,10000,mongo,C,multi,patients,1,5000,14.241627119947225,16.976879997673677,69.71022037197868,31.5,3.6181793212890634,7.638300056976156,0.8904,0.8904,,5,0.5
excel,10000,mongo,C,multi,patients,2,5000,14.199644239881309,16.875995000009425,69.91811618131739,31.9,3.6181793212890634,7.638300056976156,0.8904,0.8904,,5,0.5
excel,10000,mongo,C,multi,lab_orders,0,5000,4.344561939958657,5.777109999326058,226.30723784723625,29.5,35.40866756439209,36.90342052113897,0.391,0.391,,153,0.5
excel,10000,mongo,C,multi,lab_orders,1,5000,4.270113599965407,5.777015004787245,230.27482434454495,29.8,35.40866756439209,36.90342052113897,0.391,0.391,,153,0.5
excel,10000,mongo,C,multi,lab_orders,2,5000,4.319528319976234,5.822904998785816,227.52823216944876,31.0,35.40866756439209,36.90342052113897,0.391,0.391,,153,0.5
excel,10000,mongo,C,multi,billing,0,5000,10.486457179993158,13.547045001905644,94.48683348462237,30.1,3.021291732788086,3.773473930956609,1.0,1.0,,4,0.5
excel,10000,mongo,C,multi,billing,1,5000,10.740879579992908,13.949009999487316,92.27498091212595,30.4,3.021291732788086,3.773473930956609,1.0,1.0,,4,0.5
excel,10000,mongo,C,multi,billing,2,5000,10.71303032003052,13.92261500041059,92.4961422402663,31.0,3.021291732788086,3.773473930956609,1.0,1.0,,4,0.5
excel,10000,mongo,C,multi,patients,0,5000,14.84985660000093,17.215380001289304,66.87578796898623,31.3,4.774432182312012,10.079253229823294,0.8904,0.8904,,5,0.75
excel,10000,mongo,C,multi,patients,1,5000,15.074055220048468,17.65534499863861,65.88216486232405,31.2,4.774432182312012,10.079253229823294,0.8904,0.8904,,5,0.75
excel,10000,mongo,C,multi,patients,2,5000,15.083081240025058,17.473929999323445,65.84752555587173,30.7,4.774432182312012,10.079253229823294,0.8904,0.8904,,5,0.75
excel,10000,mongo,C,multi,lab_orders,0,5000,4.625031499982288,5.600720001893933,212.79346213365807,28.2,52.30028057098389,54.508101548150094,0.3148,0.391,,153,0.75
excel,10000,mongo,C,multi,lab_orders,1,5000,4.569472339966159,5.717410001670943,215.30991278225807,29.4,52.30028057098389,54.508101548150094,0.3148,0.391,,153,0.75
excel,10000,mongo,C,multi,lab_orders,2,5000,4.591170520077867,5.733199999303906,214.24283909053852,30.4,52.30028057098389,54.508101548150094,0.3148,0.391,,153,0.75
excel,10000,mongo,C,multi,billing,0,5000,11.439702340058284,14.05928500025766,86.6630659780472,30.3,3.5034399032592773,4.375657934701432,1.0,1.0,,4,0.75
excel,10000,mongo,C,multi,billing,1,5000,11.621396840033412,14.40251499734586,85.31169009879527,30.4,3.5034399032592773,4.375657934701432,1.0,1.0,,4,0.75
excel,10000,mongo,C,multi,billing,2,5000,11.577264680042571,14.140630001566024,85.64183159916777,30.6,3.5034399032592773,4.375657934701432,1.0,1.0,,4,0.75
excel,10000,mongo,C,multi,patients,0,5000,14.447512639983325,16.525200004616636,68.72498812473941,30.6,5.930560111999512,12.519942661450898,0.0,0.0,,5,1.0
excel,10000,mongo,C,multi,patients,1,5000,14.945029339985922,17.15550000408257,66.44547623224233,31.3,5.930560111999512,12.519942661450898,0.0,0.0,,5,1.0
excel,10000,mongo,C,multi,patients,2,5000,15.075919960018656,17.251424999994924,65.87176433249593,31.8,5.930560111999512,12.519942661450898,0.0,0.0,,5,1.0
excel,10000,mongo,C,multi,lab_orders,0,5000,5.246230640016438,6.495160001941258,187.8179447905856,28.9,70.02576732635498,72.98185774035288,0.0,0.22,,153,1.0
excel,10000,mongo,C,multi,lab_orders,1,5000,5.222944500097947,6.502514993553632,188.6470905643979,29.1,70.02576732635498,72.98185774035288,0.0,0.22,,153,1.0
excel,10000,mongo,C,multi,lab_orders,2,5000,5.136043500043161,6.150255001921324,191.8520142581192,29.1,70.02576732635498,72.98185774035288,0.0,0.22,,153,1.0
excel,10000,mongo,C,multi,billing,0,5000,13.060829620008008,15.059409999958008,75.9769883207512,30.3,5.226801872253418,6.528068902840658,1.0,1.0,,4,1.0
excel,10000,mongo,C,multi,billing,1,5000,13.368186879942368,15.433510002549156,74.23359525177892,31.9,5.226801872253418,6.528068902840658,1.0,1.0,,4,1.0
excel,10000,mongo,C,multi,billing,2,5000,13.324775220052109,15.409279994128156,74.47368075768782,31.6,5.226801872253418,6.528068902840658,1.0,1.0,,4,1.0
excel,10000,mongo,C,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,10000,mongo,D,multi,patients,0,5000,14.424353660093038,17.224015001920634,68.82675206653325,31.7,3.6174163818359375,7.636689423574438,0.8904,0.8904,,5,0.5
excel,10000,mongo,D,multi,patients,1,5000,14.53812591999158,17.127404994971585,68.2997645795933,31.1,3.6174163818359375,7.636689423574438,0.8904,0.8904,,5,0.5
excel,10000,mongo,D,multi,patients,2,5000,14.512614559919166,17.176370003289776,68.42179406454107,31.5,3.6174163818359375,7.636689423574438,0.8904,0.8904,,5,0.5
excel,10000,mongo,D,multi,lab_orders,0,5000,4.102571760011779,5.257344997880865,239.63352557375896,28.8,31.00331115722656,32.312094972289145,0.391,0.391,,153,0.5
excel,10000,mongo,D,multi,lab_orders,1,5000,4.073428540027817,5.359235003925278,241.2669949014352,29.2,31.00331115722656,32.312094972289145,0.391,0.391,,153,0.5
excel,10000,mongo,D,multi,lab_orders,2,5000,4.0660882400232365,5.365264997453779,241.69227750828287,29.1,31.00331115722656,32.312094972289145,0.391,0.391,,153,0.5
excel,10000,mongo,D,multi,billing,0,5000,10.620465559957664,13.675100000546085,93.3033294955414,29.7,3.0206356048583984,3.772654453111693,1.0,1.0,,4,0.5
excel,10000,mongo,D,multi,billing,1,5000,10.779023720016994,14.076359994214728,91.94450387889889,29.8,3.0206356048583984,3.772654453111693,1.0,1.0,,4,0.5
excel,10000,mongo,D,multi,billing,2,5000,10.863463240016426,14.089035002689345,91.23616060119882,29.7,3.0206356048583984,3.772654453111693,1.0,1.0,,4,0.5
excel,10000,mongo,D,multi,patients,0,5000,14.634414460005065,16.936599994369317,67.84925493539465,30.3,4.773571968078613,10.077437240662857,0.8904,0.8904,,5,0.75
excel,10000,mongo,D,multi,patients,1,5000,15.079206020079436,17.50653000017337,65.85896876130202,31.2,4.773571968078613,10.077437240662857,0.8904,0.8904,,5,0.75
excel,10000,mongo,D,multi,patients,2,5000,14.944967140049268,17.424594998374236,66.4487029601906,31.3,4.773571968078613,10.077437240662857,0.8904,0.8904,,5,0.75
excel,10000,mongo,D,multi,lab_orders,0,5000,4.549728260008851,5.535625000993605,216.2416294000629,28.8,46.94382286071777,48.9255245978547,0.3148,0.3148,,153,0.75
excel,10000,mongo,D,multi,lab_orders,1,5000,4.626040919992374,5.760445003033965,212.6861566957983,30.1,46.94382286071777,48.9255245978547,0.3148,0.3148,,153,0.75
excel,10000,mongo,D,multi,lab_orders,2,5000,4.557989460010139,5.655220002154238,215.84868354558577,29.2,46.94382286071777,48.9255245978547,0.3148,0.3148,,153,0.75
excel,10000,mongo,D,multi,billing,0,5000,11.818150320019049,14.28102000245417,83.90412540726793,29.6,3.502305030822754,4.374240523894092,1.0,1.0,,4,0.75
excel,10000,mongo,D,multi,billing,1,5000,11.908048600023903,14.569520002623904,83.27335250904235,29.8,3.502305030822754,4.374240523894092,1.0,1.0,,4,0.75
excel,10000,mongo,D,multi,billing,2,5000,11.860596200042346,14.47732000196993,83.60560823410282,30.2,3.502305030822754,4.374240523894092,1.0,1.0,,4,0.75
excel,10000,mongo,D,multi,patients,0,5000,15.099019959908038,17.215104999922914,65.77318244581066,32.2,5.929584503173828,12.517883063988451,0.0,0.0,,5,1.0
excel,10000,mongo,D,multi,patients,1,5000,15.293045859987616,17.503855001268676,64.94607970583573,32.3,5.929584503173828,12.517883063988451,0.0,0.0,,5,1.0
excel,10000,mongo,D,multi,patients,2,5000,15.461007880058606,17.684125003870577,64.24258468691512,31.4,5.929584503173828,12.517883063988451,0.0,0.0,,5,1.0
excel,10000,mongo,D,multi,lab_orders,0,5000,5.11259422008734,6.103505003193277,192.72905435672385,29.0,69.32839584350586,72.25504719194039,0.0,0.0,,153,1.0
excel,10000,mongo,D,multi,lab_orders,1,5000,5.141369059986028,6.342729998141295,191.6418643446589,29.6,69.32839584350586,72.25504719194039,0.0,0.0,,153,1.0
excel,10000,mongo,D,multi,lab_orders,2,5000,5.119647120086301,6.1562100036098855,192.47964547959523,28.8,69.32839584350586,72.25504719194039,0.0,0.0,,153,1.0
excel,10000,mongo,D,multi,billing,0,5000,13.22993321999238,15.179105001880089,75.0110340105906,30.5,4.20979118347168,5.257862758900804,1.0,1.0,,4,1.0
excel,10000,mongo,D,multi,billing,1,5000,13.458241919985449,15.529504993537556,73.74497233142444,30.4,4.20979118347168,5.257862758900804,1.0,1.0,,4,1.0
excel,10000,mongo,D,multi,billing,2,5000,13.38178190002509,15.34127000013541,74.16610927126703,30.2,4.20979118347168,5.257862758900804,1.0,1.0,,4,1.0
excel,10000,mongo,D,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0,
excel,10000,couchbase,A,single,lab_orders,0,5000,6.298310980078531,11.307220001981475,157.4344834271869,34.7,22.607208251953125,1.0,1.0,,,5000,
excel,10000,couchbase,A,single,lab_orders,1,5000,6.140760180032521,10.94957000059367,160.9573837899382,36.3,22.607208251953125,1.0,1.0,,,5000,
excel,10000,couchbase,A,single,lab_orders,2,5000,6.076813320118527,10.813399996914086,162.92238814384885,35.0,22.607208251953125,1.0,1.0,,,5000,
excel,10000,couchbase,B,single,lab_orders,0,5000,5.94870397993509,10.421245000543422,164.95155320098397,38.5,23.499295234680176,1.0394602895140748,0.911,,,153,
excel,10000,couchbase,B,single,lab_orders,1,5000,5.861749119996967,10.30985999641416,167.27960646711762,35.6,23.499295234680176,1.0394602895140748,0.911,,,153,
excel,10000,couchbase,B,single,lab_orders,2,5000,5.8056183800363215,10.21663999890734,168.9398566170016,36.0,23.499295234680176,1.0394602895140748,0.911,,,153,
excel,10000,couchbase,C,single,lab_orders,0,5000,8.101441339938901,11.073645004216816,121.11024180869768,36.2,68.63967418670654,3.036185336187032,0.391,0.391,,153,0.5
excel,10000,couchbase,C,single,lab_orders,1,5000,8.081736160008585,11.05467499983206,121.55062157110426,36.1,68.63967418670654,3.036185336187032,0.391,0.391,,153,0.5
excel,10000,couchbase,C,single,lab_orders,2,5000,8.090767000005872,11.142025002845912,121.403571259429,35.9,68.63967418670654,3.036185336187032,0.391,0.391,,153,0.5
excel,10000,couchbase,C,single,lab_orders,0,5000,9.540463699999965,11.533249997955863,102.99947468825614,37.3,92.56486320495604,4.094484474745307,0.3148,0.391,,153,0.75
excel,10000,couchbase,C,single,lab_orders,1,5000,9.495935440102766,11.387055002705894,103.48487639315545,38.2,92.56486320495604,4.094484474745307,0.3148,0.391,,153,0.75
excel,10000,couchbase,C,single,lab_orders,2,5000,9.500461780033948,11.490800001774916,103.44813424512616,37.3,92.56486320495604,4.094484474745307,0.3148,0.391,,153,0.75
excel,10000,couchbase,C,single,lab_orders,0,5000,11.321108499997354,13.284454996392014,86.80411680746066,38.3,115.47304248809814,5.107797530821701,0.0,0.22,,153,1.0
excel,10000,couchbase,C,single,lab_orders,1,5000,11.24059259997739,12.94828000391135,87.4292799854381,37.7,115.47304248809814,5.107797530821701,0.0,0.22,,153,1.0
excel,10000,couchbase,C,single,lab_orders,2,5000,11.247593739966396,13.023175002672362,87.37690540349067,37.5,115.47304248809814,5.107797530821701,0.0,0.22,,153,1.0
excel,10000,couchbase,D,single,lab_orders,0,5000,8.132853839996097,11.159430003681337,120.82118632366364,35.6,157.1573886871338,6.951649533000447,0.391,0.391,,153,0.5
excel,10000,couchbase,D,single,lab_orders,1,5000,8.331932620023144,11.466959996323569,117.84536651073856,42.0,157.1573886871338,6.951649533000447,0.391,0.391,,153,0.5
excel,10000,couchbase,D,single,lab_orders,2,5000,8.178749060026894,11.237325004913147,120.07447883713378,37.7,157.1573886871338,6.951649533000447,0.391,0.391,,153,0.5
excel,10000,couchbase,D,single,lab_orders,0,5000,9.503947099934155,11.453310000433705,103.38347246346984,36.5,180.94337940216064,8.003791418452929,0.3148,0.3148,,153,0.75
excel,10000,couchbase,D,single,lab_orders,1,5000,9.486301599971194,11.486335001609406,103.56861037336742,37.2,180.94337940216064,8.003791418452929,0.3148,0.3148,,153,0.75
excel,10000,couchbase,D,single,lab_orders,2,5000,9.575779939947823,11.57610999798635,102.62186277962104,37.7,180.94337940216064,8.003791418452929,0.3148,0.3148,,153,0.75
excel,10000,couchbase,D,single,lab_orders,0,5000,11.263692959932088,13.175939997381647,87.2709029490815,38.3,204.1975450515747,9.032408724501986,0.0,0.0,,153,1.0
excel,10000,couchbase,D,single,lab_orders,1,5000,11.24545833997836,13.05765999823052,87.39158638935415,38.6,204.1975450515747,9.032408724501986,0.0,0.0,,153,1.0
excel,10000,couchbase,D,single,lab_orders,2,5000,11.254631159928977,13.252714994450798,87.33094183720564,38.6,204.1975450515747,9.032408724501986,0.0,0.0,,153,1.0
excel,10000,couchbase,A,multi,patients,0,5000,31.748595720015874,41.69047999894247,30.67555282215943,39.7,204.1975450515747,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,patients,1,5000,33.31730304002267,42.68294499961485,28.48297193516603,37.6,204.1975450515747,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,patients,2,5000,36.93306476003054,47.61879500001669,25.41187364042566,36.4,204.1975450515747,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,lab_orders,0,5000,8.017469619943586,16.727140003058597,116.17943509445335,34.2,204.6477117538452,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,lab_orders,1,5000,8.045592540006329,18.655919999582697,123.1454883629682,33.0,204.6477117538452,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,lab_orders,2,5000,8.10025397999998,19.204019999233427,122.45737616924328,32.7,204.6477117538452,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,billing,0,5000,31.918917899967347,48.50129500118784,30.62550529174277,35.7,204.8560056686401,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,billing,1,5000,23.518034220121628,32.167390003814944,41.571340568818286,38.6,204.8560056686401,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,billing,2,5000,23.73415783987584,32.868760001292685,41.19031858435044,38.9,204.8560056686401,1.0,1.0,,,5000,
excel,10000,couchbase,A,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,10000,couchbase,B,multi,patients,0,5000,32.72729185999924,42.15424499998336,29.37970479431293,38.4,206.3647413253784,1.0106132337352849,1.0,,,5,
excel,10000,couchbase,B,multi,patients,1,5000,38.02901902004669,49.60652500194556,24.34800960743317,36.9,206.3647413253784,1.0106132337352849,1.0,,,5,
excel,10000,couchbase,B,multi,patients,2,5000,44.605100399970254,57.58537000256183,20.47170234069126,34.7,206.3647413253784,1.0106132337352849,1.0,,,5,
excel,10000,couchbase,B,multi,lab_orders,0,5000,9.103128939995075,22.300170004018582,99.4538428569086,31.5,207.8978729248047,1.015881737172165,0.911,,,153,
excel,10000,couchbase,B,multi,lab_orders,1,5000,9.358044339971093,24.6335249976255,105.31545355807468,31.0,207.8978729248047,1.015881737172165,0.911,,,153,
excel,10000,couchbase,B,multi,lab_orders,2,5000,9.427281679931912,24.31857500050683,104.66793580305904,32.2,207.8978729248047,1.015881737172165,0.911,,,153,
excel,10000,couchbase,B,multi,billing,0,5000,39.6355725798916,60.367784998379655,24.625877209145344,33.6,208.16559028625488,1.0161556631293889,1.0,,,4,
excel,10000,couchbase,B,multi,billing,1,5000,25.87531288002501,35.880325001926394,37.51231019914106,37.6,208.16559028625488,1.0161556631293889,1.0,,,4,
excel,10000,couchbase,B,multi,billing,2,5000,25.981381660055195,37.68491499467928,37.41879606744859,37.4,208.16559028625488,1.0161556631293889,1.0,,,4,
excel,10000,couchbase,B,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,10000,couchbase,C,multi,patients,0,5000,38.941920519885024,47.49084999639308,24.502016243963773,38.2,212.78716564178467,1.0420652490608566,0.8904,0.8904,,5,0.5
excel,10000,couchbase,C,multi,patients,1,5000,46.02631768004794,56.86596500308952,20.43410508733379,36.9,212.78716564178467,1.0420652490608566,0.8904,0.8904,,5,0.5
excel,10000,couchbase,C,multi,patients,2,5000,52.284181940022975,65.02582000321127,17.917331377413074,35.9,212.78716564178467,1.0420652490608566,0.8904,0.8904,,5,0.5
excel,10000,couchbase,C,multi,lab_orders,0,5000,14.341957059926065,24.776260003272917,68.79597123086727,32.3,183.9863805770874,0.8990395201603343,0.391,0.391,,153,0.5
excel,10000,couchbase,C,multi,lab_orders,1,5000,15.228282599989324,27.55192500299017,64.84402594375524,31.9,183.9863805770874,0.8990395201603343,0.391,0.391,,153,0.5
excel,10000,couchbase,C,multi,lab_orders,2,5000,15.117412159930971,26.63741000142182,65.43697040730927,32.0,183.9863805770874,0.8990395201603343,0.391,0.391,,153,0.5
excel,10000,couchbase,C,multi,billing,0,5000,42.435203260032,59.8067050024838,22.962643180771085,33.9,185.71530532836917,0.90656510031133,1.0,1.0,,4,0.5
excel,10000,couchbase,C,multi,billing,1,5000,32.7154854599532,43.39486999560904,29.72912505700195,37.3,185.71530532836917,0.90656510031133,1.0,1.0,,4,0.5
excel,10000,couchbase,C,multi,billing,2,5000,33.22108081999759,45.14088500436629,29.267393491517385,37.3,185.71530532836917,0.90656510031133,1.0,1.0,,4,0.5
excel,10000,couchbase,C,multi,patients,0,5000,45.967555779982646,55.480890000399086,20.38615507124512,37.6,189.77443885803223,0.9293668971882124,0.8904,0.8904,,5,0.75
excel,10000,couchbase,C,multi,patients,1,5000,57.51086586001766,70.59875499508053,16.062463729511492,34.7,189.77443885803223,0.9293668971882124,0.8904,0.8904,,5,0.75
excel,10000,couchbase,C,multi,patients,2,5000,62.80675107999705,79.98224000075426,14.713359366266582,33.8,189.77443885803223,0.9293668971882124,0.8904,0.8904,,5,0.75
excel,10000,couchbase,C,multi,lab_orders,0,5000,23.88806448000396,32.6172150005732,41.40158004344234,30.8,205.8071699142456,1.0056656297324986,0.3148,0.391,,153,0.75
excel,10000,couchbase,C,multi,lab_orders,1,5000,24.90469145990501,34.6022800058563,39.73903698681303,30.1,205.8071699142456,1.0056656297324986,0.3148,0.391,,153,0.75
excel,10000,couchbase,C,multi,lab_orders,2,5000,24.826510800016692,33.495010001206545,39.94369137826333,29.9,205.8071699142456,1.0056656297324986,0.3148,0.391,,153,0.75
excel,10000,couchbase,C,multi,billing,0,5000,52.70995700002386,70.90320000170323,18.39132115114481,32.8,206.3171901702881,1.0071327393935985,1.0,1.0,,4,0.75
excel,10000,couchbase,C,multi,billing,1,5000,40.90867171994614,51.809979996687616,23.685751826751098,35.7,206.3171901702881,1.0071327393935985,1.0,1.0,,4,0.75
excel,10000,couchbase,C,multi,billing,2,5000,39.76358952003648,50.949029995535966,24.3745342654154,35.3,206.3171901702881,1.0071327393935985,1.0,1.0,,4,0.75
excel,10000,couchbase,C,multi,patients,0,5000,57.19809658001032,69.56995499895129,16.25848579921586,34.9,208.5952425003052,1.021536485404953,0.0,0.0,,5,1.0
excel,10000,couchbase,C,multi,patients,1,5000,66.97694414003635,86.71416499928455,13.673859363824308,33.5,208.5952425003052,1.021536485404953,0.0,0.0,,5,1.0
excel,10000,couchbase,C,multi,patients,2,5000,72.48419933999102,95.5782049950358,12.707056895331611,33.1,208.5952425003052,1.021536485404953,0.0,0.0,,5,1.0
excel,10000,couchbase,C,multi,lab_orders,0,5000,34.98663013997575,50.060139995184734,28.31156794913816,29.6,224.4703254699707,1.096862132228327,0.0,0.22,,153,1.0
excel,10000,couchbase,C,multi,lab_orders,1,5000,38.39286376000382,59.88816000171937,25.81254721095587,29.6,224.4703254699707,1.096862132228327,0.0,0.22,,153,1.0
excel,10000,couchbase,C,multi,lab_orders,2,5000,37.29691317994148,52.70797499470064,26.61488614944025,28.7,224.4703254699707,1.096862132228327,0.0,0.22,,153,1.0
excel,10000,couchbase,C,multi,billing,0,5000,78.57339112000773,111.67922999848088,11.897676648521411,30.8,225.7197113037109,1.101845711415551,1.0,1.0,,4,1.0
excel,10000,couchbase,C,multi,billing,1,5000,86.2789113999097,121.80765999692083,10.55427289629502,29.7,225.7197113037109,1.101845711415551,1.0,1.0,,4,1.0
excel,10000,couchbase,C,multi,billing,2,5000,92.63148291989492,134.9783900066542,9.936518435496474,29.4,225.7197113037109,1.101845711415551,1.0,1.0,,4,1.0
excel,10000,couchbase,C,multi,linkage,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0,
excel,10000,couchbase,D,multi,patients,0,5000,110.82211190004018,164.56573499817753,8.088864898767975,29.2,227.92164134979248,1.1161820838356589,0.8904,0.8904,,5,0.5
excel,10000,cassandra,A,single,lab_orders,0,5000,11.555396900055348,58.75177500056456,86.46717048712271,34.2,0.4085540771484375,1.0,1.0,,,5000,
excel,10000,cassandra,A,single,lab_orders,1,5000,6.157753300070181,12.912710000455265,161.93953818926315,30.2,0.4085540771484375,1.0,1.0,,,5000,
excel,10000,cassandra,A,single,lab_orders,2,5000,6.060995339935471,12.628564999977243,164.5572354402902,28.8,0.4085540771484375,1.0,1.0,,,5000,
excel,10000,cassandra,B,single,lab_orders,0,5000,6.2618560599759805,13.04355499560188,158.04612156919387,28.1,1.9095420837402344,4.673902894491129,0.911,,,153,
excel,10000,cassandra,B,single,lab_orders,1,5000,6.274729280000611,12.932840002395096,157.7012566563366,27.2,1.9095420837402344,4.673902894491129,0.911,,,153,
excel,10000,cassandra,B,single,lab_orders,2,5000,6.426519159979944,13.274234998243628,153.88192168653686,29.8,1.9095420837402344,4.673902894491129,0.911,,,153,
excel,10000,cassandra,C,single,lab_orders,0,5000,10.417254159995355,15.753784997286855,95.21295140188542,27.7,21.72759594917297,53.18168919234359,0.391,0.391,,153,0.5
excel,10000,cassandra,C,single,lab_orders,1,5000,9.926654040027644,14.677824996033452,99.97541104765752,28.2,21.72759594917297,53.18168919234359,0.391,0.391,,153,0.5
excel,10000,cassandra,C,single,lab_orders,2,5000,10.031042139959755,14.999009998427937,98.95655125985654,26.8,21.72759594917297,53.18168919234359,0.391,0.391,,153,0.5
excel,10000,cassandra,C,single,lab_orders,0,5000,12.50559267992212,15.591619998303942,79.45173548125766,28.6,32.50765957832336,79.56758088235293,0.3148,0.391,,153,0.75
excel,10000,cassandra,C,single,lab_orders,1,5000,12.341633439969154,15.320770003745563,80.50045289715396,27.7,32.50765957832336,79.56758088235293,0.3148,0.391,,153,0.75
excel,10000,cassandra,C,single,lab_orders,2,5000,12.292258079940805,15.199749999374037,80.821691899413,27.1,32.50765957832336,79.56758088235293,0.3148,0.391,,153,0.75
excel,10000,cassandra,C,single,lab_orders,0,5000,14.346532600022329,16.747260003103293,69.27435368063344,27.0,42.84878735542297,104.879108426704,0.0,0.22,,153,1.0
excel,10000,cassandra,C,single,lab_orders,1,5000,15.176008719962557,17.321680000895867,65.49875804988183,30.7,42.84878735542297,104.879108426704,0.0,0.22,,153,1.0
excel,10000,cassandra,C,single,lab_orders,2,5000,15.642782399979478,16.88794999718084,63.55394865525847,27.6,42.84878735542297,104.879108426704,0.0,0.22,,153,1.0
excel,10000,cassandra,D,single,lab_orders,0,5000,10.125227419959264,15.032010001232264,98.01614441557513,27.6,21.943767805099487,53.71080361811391,0.391,0.391,,153,0.5
excel,10000,cassandra,D,single,lab_orders,1,5000,10.096798899935674,14.913759996852605,98.29298272714048,28.1,21.943767805099487,53.71080361811391,0.391,0.391,,153,0.5
excel,10000,cassandra,D,single,lab_orders,2,5000,10.298097280034565,15.25648499482486,96.36082141525124,29.4,21.943767805099487,53.71080361811391,0.391,0.391,,153,0.5
excel,10000,cassandra,D,single,lab_orders,0,5000,12.41652271996718,15.181380001013167,80.00010611213848,26.9,32.32556076049805,79.12186554621849,0.3148,0.3148,,153,0.75
excel,10000,cassandra,D,single,lab_orders,1,5000,12.457789499974751,15.297300003658169,79.7332482717791,27.6,32.32556076049805,79.12186554621849,0.3148,0.3148,,153,0.75
excel,10000,cassandra,D,single,lab_orders,2,5000,12.37271296006802,15.215255000293835,80.27152105286446,29.4,32.32556076049805,79.12186554621849,0.3148,0.3148,,153,0.75
